,Customer_Name,Similar_Customer_1,Similar_Customer_2,Similar_Customer_3,Similar_Customer_4,Similar_Customer_5
6911,C_308932,"('C_727719', 0.6264062714914631)","('C_1068177', 0.6405193159164735)","('C_1192005', 0.6707067839382378)","('C_878413', 0.7063419686863113)","('C_1692711', 0.7080587133535062)"
6912,C_309,"('C_1643405', 0.6971087335923087)","('C_1373391', 0.7609542781331213)","('C_2138316', 0.7609542781331213)","('C_1172277', 0.773010117350428)","('C_362620', 0.7763932022500211)"
6913,C_309025,"('C_886412', 0.7878679656440357)","('C_851622', 0.8)","('C_2483930', 0.8)","('C_1509669', 0.8)","('C_1352311', 0.8)"
6914,C_309325,"('C_2342575', 0.7666739491113346)","('C_1555825', 0.7828115735403862)","('C_2445382', 0.7828115735403862)","('C_232331', 0.7937958072845966)","('C_307486', 0.8174896369657441)"
6915,C_30935,"('C_1973370', 0.7214357260484607)","('C_2107402', 0.7822362898889883)","('C_2221000', 0.7828851034766684)","('C_927923', 0.7902636968481886)","('C_2333549', 0.7959608561672303)"
6916,C_309816,"('C_1173040', 0.6603168897566212)","('C_1474618', 0.7113248654051871)","('C_1743435', 0.7113248654051871)","('C_658004', 0.7113248654051871)","('C_1421623', 0.7192718456152452)"
6917,C_310538,"('C_633741', 0.7763932022500211)","('C_1405873', 0.9216205083590254)","('C_2560245', 1.0)","('C_2560824', 1.0)","('C_256134', 1.0)"
6918,C_310744,"('C_277712', 0.7281507380810842)","('C_631743', 0.7281507380810842)","('C_615850', 0.7303039349409588)","('C_2037332', 0.7438974235977633)","('C_2091731', 0.7441571828562163)"
6919,C_310836,"('C_104984', 0.5744747436074013)","('C_1352311', 0.6507324047960767)","('C_851622', 0.6507324047960767)","('C_2483930', 0.6507324047960767)","('C_1421787', 0.7050195406545321)"
6920,C_310918,"('C_122947', 0.7958758547680684)","('C_219878', 0.7958758547680684)","('C_2119005', 0.8114381916835873)","('C_1448353', 0.8326190453446023)","('C_1087794', 0.8556624327025936)"
6921,C_3111,"('C_670948', 0.5086931377279974)","('C_970932', 0.5833666781357729)","('C_881', 0.622652297194267)","('C_1081821', 0.625482087412188)","('C_1022050', 0.6352201680547694)"
6922,C_311136,"('C_2476635', 0.774357147977998)","('C_1318240', 0.7763932022500211)","('C_477821', 0.8024311268526945)","('C_2483336', 0.8059151215420012)","('C_1637092', 0.8110168407238011)"
6923,C_311227,"('C_87389', 0.7111350423587623)","('C_564338', 0.7543473524476694)","('C_1310155', 0.7711152401217165)","('C_669729', 0.7778811117410884)","('C_2198568', 0.7820150216556188)"
6924,C_311834,"('C_1952356', 0.5277280396356531)","('C_1728221', 0.6237668619290179)","('C_525445', 0.6343001950022336)","('C_2251119', 0.6422038592605406)","('C_1753386', 0.6462403517797943)"
6925,C_312103,"('C_46513', 0.253317465448757)","('C_1292799', 0.286561290709613)","('C_2417616', 0.34793576611476684)","('C_402282', 0.3905713542031395)","('C_2409365', 0.3965545081213604)"
6926,C_312104,"('C_1531661', 0.41794574811165286)","('C_2011546', 0.5240239843452963)","('C_806348', 0.5349485372315044)","('C_408042', 0.5376545234703726)","('C_866862', 0.5665722955697091)"
6927,C_312466,"('C_2246410', 0.6220355269907728)","('C_2340310', 0.6220355269907728)","('C_33521', 0.630863088824433)","('C_1388664', 0.7020710026310064)","('C_1873571', 0.7142857142857144)"
6928,C_312522,"('C_1227674', 0.7042941204073587)","('C_1337881', 0.7355126207537945)","('C_401740', 0.7777861542188651)","('C_2309443', 0.8074217439112708)","('C_2426429', 0.8166623546525624)"
6929,C_312697,"('C_1507737', 0.6458722805021389)","('C_1315394', 0.6542712721545347)","('C_1848575', 0.7064044760624144)","('C_1668632', 0.7406565529391389)","('C_2063523', 0.7438770787372373)"
6930,C_312881,"('C_2110154', 0.757464374963667)","('C_2209071', 0.757464374963667)","('C_2445382', 0.757464374963667)","('C_728150', 0.757464374963667)","('C_353148', 0.757464374963667)"
6931,C_313667,"('C_1660494', 0.591751709536137)","('C_1008535', 0.655723145462586)","('C_2230275', 0.6666666666666665)","('C_45715', 0.7418011102528388)","('C_1684899', 0.7510455525887567)"
6932,C_313754,"('C_342575', 0.4673713512573615)","('C_1741537', 0.4976659635552071)","('C_1931609', 0.5046607121303135)","('C_1557290', 0.5707565824635419)","('C_2542706', 0.576825472606576)"
6933,C_313816,"('C_1577277', 0.7463266036883788)","('C_2227566', 0.7535142656104123)","('C_631743', 0.7635934011671435)","('C_277712', 0.7635934011671435)","('C_1493230', 0.7636390338289992)"
6934,C_31424,"('C_1242156', 0.621940836253281)","('C_918020', 0.7217108276099939)","('C_1418151', 0.7454581095387123)","('C_469142', 0.7794654878144138)","('C_1946963', 0.7944737857600145)"
6935,C_314376,"('C_792545', 0.42264973081037416)","('C_2461032', 0.42811373641040307)","('C_1532979', 0.5)","('C_1930109', 0.5444664058363822)","('C_1460803', 0.5555555555555556)"
6936,C_314556,"('C_1833632', 0.7064348110848558)","('C_2279593', 0.7064348110848558)","('C_2244537', 0.7064348110848558)","('C_2257655', 0.7064348110848558)","('C_810550', 0.7064348110848558)"
6937,C_315173,"('C_1973370', 0.7139612232263223)","('C_2107402', 0.7763932022500211)","('C_927923', 0.7846360025011173)","('C_2333549', 0.7904860293534011)","('C_1785779', 0.8089216790076226)"
6938,C_315272,"('C_435476', 0.08404655836981523)","('C_1053875', 0.2569433576100615)","('C_2459438', 0.2952272118239688)","('C_1265798', 0.29706063543887684)","('C_1623265', 0.3388451403014616)"
6939,C_315423,"('C_1507737', 0.6435737008691801)","('C_1315394', 0.6514536537205715)","('C_1848575', 0.7040117325795952)","('C_285764', 0.7563657330496623)","('C_492210', 0.7565409190144387)"
6940,C_315776,"('C_2589818', 0.7086109597114476)","('C_2487214', 0.7620818448845855)","('C_1735616', 0.7620818448845855)","('C_442891', 0.7620818448845855)","('C_1906692', 0.7683465345501341)"
6941,C_315994,"('C_362620', 0.7339239579049043)","('C_1011348', 0.7339239579049043)","('C_1035392', 0.7339239579049043)","('C_628232', 0.7339239579049043)","('C_1122048', 0.7620143530765082)"
6942,C_316121,"('C_1980542', 0.6666666666666667)","('C_1317915', 0.8537417217957057)","('C_1740140', 0.864248091947024)","('C_2244406', 0.8654654412007375)","('C_1789175', 0.8806494336474348)"
6943,C_316218,"('C_1160648', 0.15729902839961563)","('C_1220402', 0.36037825739630025)","('C_269397', 0.5134663672001588)","('C_2526515', 0.5813297287134889)","('C_2259380', 0.5971118758517321)"
6944,C_31630,"('C_47906', 0.6348516283298893)","('C_2472073', 0.6837722339831621)","('C_2293228', 0.7100063236056595)","('C_669132', 0.7418011102528388)","('C_514905', 0.7418011102528388)"
6945,C_316480,"('C_1619060', 0.6398629733050393)","('C_987339', 0.6879987103886764)","('C_78959', 0.7038233692296387)","('C_2478153', 0.7223828247448931)","('C_2211266', 0.7239959281068054)"
6946,C_316657,"('C_810550', 0.6739454596196202)","('C_2244537', 0.6739454596196202)","('C_2257655', 0.6739454596196202)","('C_1833632', 0.6739454596196202)","('C_2279593', 0.6739454596196202)"
6947,C_316787,"('C_87389', 0.5008931200973137)","('C_2214114', 0.6290969818429611)","('C_341995', 0.6378027658447061)","('C_1148548', 0.6429456521423329)","('C_689102', 0.66070016966921)"
6948,C_317182,"('C_849759', 0.7282135282556053)","('C_670948', 0.7412283167166915)","('C_294656', 0.741987008364989)","('C_1392804', 0.7830438261673747)","('C_970932', 0.7865339547965889)"
6949,C_317490,"('C_1420594', 0.6853416122362237)","('C_2247925', 0.7030811588276493)","('C_552904', 0.708965809659652)","('C_485910', 0.7763932022500211)","('C_478062', 0.7763932022500211)"
6950,C_317801,"('C_664787', 0.8431944301949788)","('C_1352311', 0.8500877245464873)","('C_851622', 0.8500877245464873)","('C_2483930', 0.8500877245464873)","('C_1485071', 0.8500877245464873)"
6951,C_318141,"('C_650447', 0.5428953653835025)","('C_145182', 0.6766201087873891)","('C_529008', 0.7101935298313574)","('C_760713', 0.7273903981403312)","('C_71346', 0.7428853391978325)"
6952,C_318201,"('C_2251964', 0.4775446302787755)","('C_431847', 0.5057771524050627)","('C_1712084', 0.5109924519709902)","('C_660025', 0.5527265543450488)","('C_613234', 0.5611276030837176)"
6953,C_31829,"('C_1812007', 0.6538206631495344)","('C_387266', 0.6538206631495344)","('C_149171', 0.7248588550203987)","('C_789118', 0.7552142434063737)","('C_907113', 0.7552142434063737)"
6954,C_318787,"('C_2267560', 0.6530821072836994)","('C_2483930', 0.6852348544662095)","('C_851622', 0.6852348544662095)","('C_1352311', 0.6852348544662095)","('C_1910823', 0.7261543233856023)"
6955,C_318894,"('C_271440', 0.7958758547680684)","('C_1555825', 0.7958758547680684)","('C_2142642', 0.7958758547680684)","('C_1643405', 0.8044845282485562)","('C_323900', 0.8317683537723867)"
6956,C_31928,"('C_987339', 0.7289642226476603)","('C_78959', 0.7476589799592569)","('C_2478153', 0.7588337311189826)","('C_2211266', 0.7602350353385587)","('C_1014004', 0.762129234025205)"
6957,C_319284,"('C_2342575', 0.7188271678470624)","('C_387266', 0.7454386822136992)","('C_807916', 0.7650642467526282)","('C_1112490', 0.7829093787661299)","('C_1095903', 0.7960807777509158)"
6958,C_319647,"('C_2209071', 0.7149990687579357)","('C_390454', 0.7235084840210759)","('C_2564978', 0.7336594978491902)","('C_389653', 0.7384652088212333)","('C_1065366', 0.7755148022368697)"
6959,C_319954,"('C_2155248', 0.7327387580875757)","('C_382645', 0.7327387580875757)","('C_487470', 0.7521571081751878)","('C_970692', 0.7926537742872967)","('C_1448854', 0.806754004367326)"
6960,C_319957,"('C_1528366', 0.6700318992461224)","('C_1505482', 0.7142392423086388)","('C_2254702', 0.7142392423086388)","('C_1885894', 0.7142392423086388)","('C_2392179', 0.7142392423086388)"
6961,C_320252,"('C_377048', 0.6300629391179285)","('C_1166610', 0.634216249922708)","('C_264844', 0.6454592062807796)","('C_223016', 0.7069858504172054)","('C_174283', 0.7177957043240766)"
6962,C_320253,"('C_2565618', 0.6464466094067263)","('C_304527', 0.7113248654051871)","('C_719688', 0.8232233047033631)","('C_2419675', 0.8494331023890982)","('C_1097452', 0.8556624327025936)"
6963,C_320398,"('C_1899851', 0.8124369524299113)","('C_681850', 0.8236347419139747)","('C_285229', 0.8361485914318756)","('C_1790945', 0.8422667305286184)","('C_825116', 0.8479337868871332)"
6964,C_3205,"('C_2135590', 0.6240243352336401)","('C_2440806', 0.6894333543214233)","('C_1504633', 0.6918465730243023)","('C_1396786', 0.6982665710650675)","('C_1617933', 0.7348209574481205)"
6965,C_321585,"('C_2029582', 0.4508383651429384)","('C_2325213', 0.4905350383216919)","('C_129969', 0.5689970620484552)","('C_1016953', 0.5876475883022318)","('C_1199151', 0.6011225508838962)"
6966,C_321751,"('C_2198568', 0.7113248654051871)","('C_735468', 0.7958758547680684)","('C_343856', 0.7958758547680684)","('C_1261701', 0.7958758547680684)","('C_2260263', 0.7958758547680684)"
6967,C_32212,"('C_836903', 0.6729812399687622)","('C_1723679', 0.6878535939692152)","('C_2265494', 0.7274659788900975)","('C_259065', 0.7332269726595644)","('C_1889931', 0.7460722646248514)"
6968,C_32265,"('C_1020395', 0.7333957933031352)","('C_1690366', 0.7429941357278937)","('C_756236', 0.7478090308332266)","('C_1015942', 0.7659766848742791)","('C_406662', 0.7659766848742791)"
6969,C_322733,"('C_35967', 0.29289321881345254)","('C_1320391', 0.29289321881345254)","('C_1754808', 0.5527864045000421)","('C_1311173', 0.6105299132465553)","('C_2121074', 0.8984329743772936)"
6970,C_322870,"('C_2440032', 0.1518999707875609)","('C_2473187', 0.2234208222915982)","('C_1069470', 0.3288439447859757)","('C_449102', 0.36538073457864706)","('C_289356', 0.5286635431345196)"
6971,C_322943,"('C_2019188', 0.7933950443632729)","('C_2071574', 0.798905502903712)","('C_390044', 0.8313077601198879)","('C_2117512', 0.840774801103897)","('C_1096480', 0.8491170737405473)"
6972,C_323235,"('C_596173', 0.28354343389191994)","('C_997373', 0.3463673737365879)","('C_2464507', 0.3741913856594501)","('C_2283289', 0.41171252193817665)","('C_375925', 0.4129041963522334)"
6973,C_323900,"('C_1555825', 0.17583661630786585)","('C_550872', 0.587918308153933)","('C_2505826', 0.587918308153933)","('C_2242499', 0.6129632501088522)","('C_269354', 0.6314229298996292)"
6974,C_323921,"('C_1641016', 0.6429817283266978)","('C_1060706', 0.7359588006960216)","('C_2028449', 0.7435446100091875)","('C_1644573', 0.7436407186468517)","('C_2390308', 0.7518246200603576)"
6975,C_324225,"('C_778990', 0.6357115111186075)","('C_1129369', 0.6818300084059217)","('C_1416863', 0.7084169108567834)","('C_659400', 0.734029404680729)","('C_463367', 0.7383519003897243)"
6976,C_324240,"('C_530127', 0.46901720222550647)","('C_1963685', 0.4954178400066582)","('C_1476147', 0.6506249744106463)","('C_276433', 0.6704230887595787)","('C_2437942', 0.6962441761561091)"
6977,C_32448,"('C_2221000', 0.21036570165289792)","('C_2190254', 0.39744615785235404)","('C_1020417', 0.5134275761681424)","('C_92073', 0.5241011456410412)","('C_716783', 0.5359405145568052)"
6978,C_324558,"('C_343170', 0.44354107157133127)","('C_2344099', 0.5783418461495766)","('C_1738587', 0.6778128140460741)","('C_674033', 0.6780972667612977)","('C_1287624', 0.8191305042248709)"
6979,C_324630,"('C_1108515', 0.7882193293570496)","('C_2326530', 0.8066715824088065)","('C_500822', 0.8066715824088065)","('C_2577647', 0.8066755435718379)","('C_1236671', 0.8131220116989473)"
6980,C_324700,"('C_342575', 0.5704111523762436)","('C_1741537', 0.5948451132924697)","('C_1931609', 0.6004866911289067)","('C_2445382', 0.6164385289073604)","('C_1505482', 0.6164385289073604)"
6981,C_32492,"('C_1188750', 0.4017653035830747)","('C_2580977', 0.7300373948973409)","('C_1924339', 0.7411928316294792)","('C_2413831', 0.827295992866077)","('C_2168910', 0.8524454068511884)"
6982,C_325299,"('C_1345955', 0.5656697541218043)","('C_2143685', 0.6453708392469546)","('C_866128', 0.6928821378651073)","('C_2257488', 0.6928821378651073)","('C_2464547', 0.6928821378651073)"
6983,C_325898,"('C_434475', 0.5917517095361369)","('C_1568485', 0.5917517095361369)","('C_2110154', 0.5917517095361369)","('C_2141305', 0.5917517095361369)","('C_1748524', 0.5917517095361369)"
6984,C_326103,"('C_1189645', 0.6936721390804339)","('C_1433308', 0.7755835686823677)","('C_937680', 0.8068859661844667)","('C_1560698', 0.8088777272250072)","('C_481747', 0.8309691490542968)"
6985,C_326184,"('C_1662108', 0.7013703519177046)","('C_1696676', 0.7777413065363031)","('C_1718286', 0.7777413065363031)","('C_735249', 0.7803179527585242)","('C_2472649', 0.7921587138885577)"
6986,C_326206,"('C_2273169', 0.5610366030298917)","('C_1489340', 0.6168187042909457)","('C_1327534', 0.6374965399997496)","('C_1739494', 0.6697132276381247)","('C_2547793', 0.6773823458944743)"
6987,C_326753,"('C_1403184', 0.5960312130841807)","('C_455890', 0.6409195157759058)","('C_660705', 0.6732358511146155)","('C_1880281', 0.6847558375043598)","('C_1345955', 0.6847558375043598)"
6988,C_32690,"('C_322870', 0.7144456265799927)","('C_2440032', 0.7311816735924348)","('C_873023', 0.7484489922318023)","('C_2473187', 0.7538513056432826)","('C_1936601', 0.7872667830368101)"
6989,C_326950,"('C_2388581', 0.6077677297236319)","('C_628232', 0.6464466094067263)","('C_1035392', 0.6464466094067263)","('C_1779789', 0.6890283265034278)","('C_1360541', 0.7113248654051871)"
6990,C_326970,"('C_1001004', 0.3882585230237884)","('C_926158', 0.39556283291004346)","('C_2032341', 0.4993854900799988)","('C_168528', 0.5254305459409163)","('C_2502943', 0.5369007842773745)"
6991,C_327052,"('C_1227674', 0.48409210042773265)","('C_1297940', 0.48409210042773265)","('C_1947346', 0.5279486973515934)","('C_1365372', 0.5434082599791947)","('C_136969', 0.5927560229189376)"
6992,C_327306,"('C_159996', 0.7295027627613655)","('C_106706', 0.7410465250688509)","('C_1522906', 0.7583450773890758)","('C_11027', 0.7648035683684871)","('C_345178', 0.7662787088247641)"
6993,C_328270,"('C_1096480', 0.6278957962323746)","('C_542746', 0.6603168897566212)","('C_1018556', 0.7145572836045756)","('C_851622', 0.7226499018873854)","('C_1352311', 0.7226499018873854)"
6994,C_328283,"('C_87389', 0.686995529607942)","('C_2214114', 0.7673959076907627)","('C_341995', 0.7728555585602219)","('C_1148548', 0.7760808124420941)","('C_689102', 0.7872151878220733)"
6995,C_328368,"('C_2588017', 0.6970878679485788)","('C_2446851', 0.7544793218232801)","('C_351778', 0.7584336238667582)","('C_1194604', 0.7598299840480478)","('C_2495290', 0.7607086020441169)"
6996,C_328668,"('C_2309443', 0.7381822322993428)","('C_64412', 0.7678914179290658)","('C_1525018', 0.7787549112136158)","('C_947030', 0.7963633126461158)","('C_2254702', 0.7989880714901857)"
6997,C_329104,"('C_1327534', 0.599595687818836)","('C_1739494', 0.635180729281861)","('C_2547793', 0.6436516774501008)","('C_2134666', 0.6478196374697505)","('C_1986502', 0.663183465145696)"
6998,C_329243,"('C_2288403', 0.7880020914546348)","('C_988106', 0.8287901498010737)","('C_2088462', 0.8522598739760708)","('C_2304070', 0.856817034379716)","('C_2527357', 0.8600598958430374)"
6999,C_329399,"('C_2537949', 0.29289321881345254)","('C_2254702', 0.29289321881345254)","('C_2392179', 0.29289321881345254)","('C_1885894', 0.29289321881345254)","('C_1505482', 0.29289321881345254)"
7000,C_329684,"('C_862679', 0.6506484932080678)","('C_646005', 0.7781615713485835)","('C_510818', 0.7893331149137937)","('C_61239', 0.797069483250443)","('C_2562779', 0.7983018135118766)"
7001,C_329763,"('C_1619060', 0.7103567221751574)","('C_2274317', 0.7473657826357976)","('C_987339', 0.7490702996080845)","('C_2211266', 0.7595231499966937)","('C_2478153', 0.7767240170795577)"
7002,C_330319,"('C_167893', 0.38509312892370684)","('C_2309443', 0.43366730638212647)","('C_2233527', 0.5388198466927802)","('C_2325313', 0.5388198466927802)","('C_1902391', 0.5611692111236005)"
7003,C_331094,"('C_1365372', 0.1989470307490393)","('C_1297940', 0.25579159246474925)","('C_1947346', 0.31905569092821906)","('C_1131882', 0.3537080425169814)","('C_1236512', 0.39325327119105624)"
7004,C_331177,"('C_907113', 0.7342812491970758)","('C_87389', 0.75047918098506)","('C_56241', 0.7758172087997662)","('C_669729', 0.7865982001541034)","('C_2587280', 0.7933402252056532)"
7005,C_331704,"('C_2028834', 0.7303200550147031)","('C_51400', 0.7512945021815515)","('C_222929', 0.7538170180413345)","('C_806887', 0.7538170180413345)","('C_2442481', 0.8196298304186762)"
7006,C_331772,"('C_2207857', 0.5198573586415878)","('C_613382', 0.5274850952946017)","('C_876652', 0.5320753759185022)","('C_1283394', 0.5454157993029609)","('C_196692', 0.5703898033779894)"
7007,C_331854,"('C_2550424', 0.6435701356845456)","('C_1626735', 0.6753699642261524)","('C_2369788', 0.693150910486851)","('C_174256', 0.6951177620354908)","('C_2275250', 0.7075489199693142)"
7008,C_332243,"('C_998908', 0.28865829612094096)","('C_2538923', 0.3371655727996188)","('C_525445', 0.34161434681762715)","('C_1699680', 0.34244879079853563)","('C_1753386', 0.3995044148983018)"
7009,C_332889,"('C_297459', 0.7043438020054587)","('C_2257488', 0.7867992836443896)","('C_932071', 0.7909394974982273)","('C_776584', 0.8097843258034922)","('C_1378654', 0.8165468019942389)"
7010,C_333470,"('C_502296', 0.7592633550909446)","('C_461424', 0.7592633550909446)","('C_1140480', 0.7846785989232493)","('C_2071574', 0.808681914572007)","('C_203457', 0.8262194449178434)"
7011,C_33354,"('C_2553180', 0.5000000000000001)","('C_121025', 0.732725990675937)","('C_2050530', 0.7327387580875757)","('C_2547300', 0.7676867345814317)","('C_1819556', 0.8049249558459001)"
7012,C_334011,"('C_1934069', 0.6737463344426118)","('C_2554456', 0.7113549310340345)","('C_2379079', 0.718762787900368)","('C_1066306', 0.734189910833382)","('C_1600818', 0.7418011102528388)"
7013,C_334421,"('C_825116', 0.7788911647217558)","('C_751713', 0.8207599681343419)","('C_2120610', 0.85287582808889)","('C_757782', 0.8539740253585881)","('C_1325840', 0.8596813005465866)"
7014,C_334915,"('C_1129395', 0.42538850986644017)","('C_1158177', 0.43265923863404965)","('C_1755180', 0.4860518589635643)","('C_1724372', 0.5022615140018843)","('C_555914', 0.5267844503582821)"
7015,C_335142,"('C_2214114', 0.5493397381625172)","('C_87389', 0.580070670877574)","('C_341995', 0.6952611801735009)","('C_1148548', 0.6995882068679365)","('C_689102', 0.7145261749348313)"
7016,C_33521,"('C_2246410', 0.023355533294910136)","('C_2352008', 0.3094080747845117)","('C_2441813', 0.3094080747845117)","('C_1388664', 0.38413109690482583)","('C_424873', 0.43613405424525775)"
7017,C_335247,"('C_24324', 0.6033876726056853)","('C_1346057', 0.6033876726056853)","('C_771753', 0.6033876726056853)","('C_1267155', 0.6033876726056853)","('C_999171', 0.6232333135092261)"
7018,C_335297,"('C_2113914', 0.563074334014974)","('C_2370473', 0.610600646297643)","('C_87389', 0.647187037732311)","('C_1958579', 0.6902964665548488)","('C_1272663', 0.7070509526097144)"
7019,C_335402,"('C_1817809', 0.48878900275098247)","('C_1101395', 0.48968808304217526)","('C_2136082', 0.534168814442063)","('C_513868', 0.540913413269055)","('C_1536350', 0.604265406820365)"
7020,C_335510,"('C_1408676', 0.7113248654051871)","('C_1893191', 0.8556624327025936)","('C_1587396', 0.8736354475030913)","('C_778479', 0.903546724942106)","('C_1293755', 0.9154845745271484)"
7021,C_335712,"('C_1983029', 0.537875718577246)","('C_838300', 0.5876385076488199)","('C_1836864', 0.6464466094067263)","('C_1332311', 0.6464466094067263)","('C_1340989', 0.6666666666666667)"
7022,C_335719,"('C_1936601', 0.6283917409744934)","('C_836269', 0.7372332800981372)","('C_2141305', 0.7372332800981372)","('C_1748524', 0.7372332800981372)","('C_1568485', 0.7372332800981372)"
7023,C_33578,"('C_1851700', 0.6367740599295963)","('C_2560245', 1.0)","('C_2560824', 1.0)","('C_256134', 1.0)","('C_2559565', 1.0)"
7024,C_336276,"('C_77152', 0.6264736610929912)","('C_1007584', 0.6693180274301458)","('C_2442432', 0.6693180274301458)","('C_1297395', 0.6693180274301458)","('C_2218597', 0.6693180274301458)"
7025,C_337109,"('C_187952', 0.39044308466926325)","('C_816888', 0.39708340400415865)","('C_884548', 0.39731542283581744)","('C_584300', 0.4109837827642887)","('C_512217', 0.41414990058629253)"
7026,C_33756,"('C_42314', 0.8075499102701247)","('C_383951', 0.8418598240015347)","('C_1683232', 0.8685783527542288)","('C_1260590', 0.8721117561887394)","('C_320398', 0.9122045309246393)"
7027,C_337676,"('C_1549991', 0.29289321881345254)","('C_449724', 0.591751709536137)","('C_1754808', 0.6837722339831621)","('C_266340', 0.75)","('C_1443873', 0.75)"
7028,C_337916,"('C_868452', 0.4551937130673507)","('C_1367966', 0.4671210172114547)","('C_1785269', 0.5931463180830476)","('C_12746', 0.6260016702590451)","('C_412365', 0.6490592205172334)"
7029,C_3380,"('C_1118777', 0.5542253993419195)","('C_288783', 0.6245129803240317)","('C_1975231', 0.6375896890592989)","('C_1061957', 0.6384890006585011)","('C_2191072', 0.6455598113486979)"
7030,C_338084,"('C_2000512', 0.7646094026807321)","('C_451083', 0.767094913569068)","('C_669729', 0.7869504602120903)","('C_1819755', 0.7907055928074735)","('C_594457', 0.798776083348176)"
7031,C_338121,"('C_377048', 0.4051827201714673)","('C_1166610', 0.4118607778640132)","('C_264844', 0.42993819001134836)","('C_223016', 0.528866129307145)","('C_1969427', 0.5647999422134851)"
7032,C_338645,"('C_2516965', 0.6937028404636869)","('C_816980', 0.7129958325117525)","('C_1061748', 0.7264339953759475)","('C_521796', 0.7282045687340823)","('C_1229773', 0.7606680153994612)"
7033,C_33878,"('C_1261299', 0.2863689491966319)","('C_1893447', 0.317575091422028)","('C_1904747', 0.33269200997163095)","('C_342575', 0.3328003432561427)","('C_1741537', 0.3707490247137136)"
7034,C_339354,"('C_2400889', 0.6365199780040514)","('C_940771', 0.6895609287348735)","('C_1958794', 0.696721206257056)","('C_2384334', 0.6993160109957552)","('C_2304521', 0.7193172604687075)"
7035,C_339779,"('C_2114410', 0.3717096214229172)","('C_195476', 0.405696799125977)","('C_1181800', 0.462590012888466)","('C_1836808', 0.4743144228493047)","('C_102924', 0.5566663126256948)"
7036,C_340,"('C_408042', 0.6437336356655736)","('C_866862', 0.6660166038213613)","('C_2181347', 0.7491249116487988)","('C_1211302', 0.750748851089476)","('C_1717299', 0.7508320929709537)"
7037,C_340101,"('C_1819285', 0.6496962223739249)","('C_2529354', 0.6580216686703741)","('C_732478', 0.6716809770011276)","('C_1280607', 0.672013690007639)","('C_717608', 0.6794649242345048)"
7038,C_340138,"('C_836067', 0.4152410831518667)","('C_634944', 0.5306972688501912)","('C_1193852', 0.5709213957220158)","('C_1860910', 0.5857027071420535)","('C_911637', 0.585937467721654)"
7039,C_34016,"('C_75563', 0.6265919775925306)","('C_1240621', 0.6666666666666665)","('C_653798', 0.7113248654051871)","('C_727602', 0.7418011102528388)","('C_148763', 0.7488868970076786)"
7040,C_340290,"('C_2430293', 0.21886907444137238)","('C_1708284', 0.3015302682858507)","('C_477821', 0.30725414333898915)","('C_593376', 0.36576190061621816)","('C_684078', 0.382102210227946)"
7041,C_34047,"('C_2183325', 0.7591405764605242)","('C_854826', 0.7806363151801533)","('C_1766753', 0.8028551270304523)","('C_252086', 0.8123467358427892)","('C_1538021', 0.8141300312627631)"
7042,C_341606,"('C_2095160', 0.5285954792089682)","('C_851622', 0.5917517095361369)","('C_1352311', 0.5917517095361369)","('C_2483930', 0.5917517095361369)","('C_1729865', 0.6600556205485866)"
7043,C_341892,"('C_277712', 0.43719115608216796)","('C_631743', 0.43719115608216796)","('C_615850', 0.4688656034206261)","('C_2037332', 0.4697914795431276)","('C_2091731', 0.4703292584832467)"
7044,C_341995,"('C_87389', 0.3768162994532406)","('C_2214114', 0.5368913459094529)","('C_1148548', 0.5541827637446413)","('C_689102', 0.5763510134309184)","('C_1272663', 0.6012375938139187)"
7045,C_342575,"('C_1741537', 0.056877549432162944)","('C_1931609', 0.07001005477452249)","('C_1557290', 0.19410377464719364)","('C_1526730', 0.26752359873298226)","('C_1893447', 0.30305532020837567)"
7046,C_343014,"('C_1173040', 0.7226499018873854)","('C_1232253', 0.7278344730240913)","('C_2314660', 0.7642977396044842)","('C_2514998', 0.7642977396044842)","('C_658004', 0.7642977396044842)"
7047,C_343097,"('C_1443434', 0.6131198033494429)","('C_2065515', 0.617115285837123)","('C_1045955', 0.6549122346112222)","('C_1843842', 0.7118056173666056)","('C_494256', 0.7193501623542585)"
7048,C_343120,"('C_2502775', 0.46355508401147083)","('C_2010466', 0.48846032967321895)","('C_2037108', 0.4985210233524615)","('C_2353142', 0.5667221808490296)","('C_1627013', 0.5667426687788591)"
7049,C_343170,"('C_324558', 0.44354107157133127)","('C_1352311', 0.520294027216665)","('C_2483930', 0.520294027216665)","('C_851622', 0.520294027216665)","('C_1729865', 0.6005535037227494)"
7050,C_343837,"('C_699529', 0.7867992836443896)","('C_1852263', 0.7919826509624469)","('C_495164', 0.803883864861816)","('C_391246', 0.8185957273050966)","('C_1018162', 0.8377785788692375)"
7051,C_343856,"('C_2237948', 0.5067633775988204)","('C_619067', 0.6464466094067263)","('C_1162666', 0.6464466094067263)","('C_927457', 0.6501456239090642)","('C_918204', 0.6837722339831621)"
7052,C_344061,"('C_623871', 0.7278344730240913)","('C_1477999', 0.8075499102701247)","('C_948534', 0.8278674068352259)","('C_1951848', 0.8398718461949128)","('C_1316756', 0.8573553195461466)"
7053,C_344132,"('C_828195', 0.39531057062158137)","('C_1156352', 0.776741771125621)","('C_7386', 0.8024791649459748)","('C_1028378', 0.8272218038569756)","('C_1745934', 0.8281662807826062)"
